,clean_tweet,label,agreement,emotion
4447,"('vaccine', 'spreading', 'disease')",0.0,0.6666666666666666,neutral
7693,"('vaccine', 'shots', 'africa', 'scared', 'ahhh', 'piedmont', 'hospital')",-1.0,0.3333333333333333,negative
2487,"('nhl', 'mumps', 'outbreak', 'kinda', 'highlights', 'importance', 'vaccinating', 'kids', 'something', 'right')",1.0,0.6666666666666666,positive
6142,"('need', 'quarantine', 'pregnant', 'reality', 'star', 'believe', 'vaccinating', 'children')",1.0,0.6666666666666666,positive
6342,"('free', 'immunizations', 'children', 'offered', 'via')",1.0,0.6666666666666666,positive
2764,"('start', 'school', 'year', 'right', 'rt', 'petes', 'sake', 'go', 'kids', 'vaccinated', 'already')",1.0,1.0,positive
9279,"('mmr',)",0.0,1.0,neutral
6338,"('hb', 'new', 'schools', 'clarifying', 'language', 'relating', 'immunizations', 'effective', 'date')",0.0,1.0,neutral
4673,"('someone', 'got', 'measles', 'target', 'spectrum', 'beware')",0.0,1.0,neutral
2641,"('measles',)",0.0,1.0,neutral
9619,"('advocate', 'childhood', 'vaccination', 'programs', 'worldwide', 'lot', 'resistance', 'due', 'ignorance', 'fear')",1.0,1.0,positive
4607,"('dr', 'steve', 'russell', 'will', 'science', 'friday', 'npr', 'today')",0.0,0.6666666666666666,neutral
6014,"('aids', 'n', 'scientists', 'developed', 'efficient', 'hiv', 'vaccine', 'monkey', 'experiment', 'hiv', 'remains', 'one', 'greatest', 'health')",1.0,0.6666666666666666,positive
9525,"('child', 'lethal', 'reaction', 'vaccine', 'bachmann', 'human', 'best')",-1.0,1.0,negative
9459,"('analog', 'wearables', 'aka', 'braclets', 'remindertech', 'infant', 'immunization', 'dates')",0.0,0.6666666666666666,neutral
3621,"('will', 'reduce', 'risks', 'targeted', 'antivaccine', 'conspiracy', 'theorists')",1.0,1.0,positive
9200,"('agree', 'whoopie', 'make', 'choice', 'vaccinated', 'put', 'separate', 'school')",1.0,1.0,positive
5263,"('surgeon', 'general', 'appeared', 'sesame', 'street', 'elmo', 'lessen', 'childrens', 'fear', 'vaccination', 'adorable', 'amp', 'smart')",1.0,0.6666666666666666,positive
5904,"('going', 'school', 'people', 'means', 'lots', 'flu', 'spreading', 'around', 'season')",0.0,0.6666666666666666,neutral
6421,"('spread', 'stoke', 'mmr', 'weekend', 'az', 'love', 'local', 'scene')",0.0,0.6666666666666666,neutral
4362,"('zero', 'legit', 'med', 'reason', 'yr', 'kids', 'wrong', 'amp', 'any', 'theyre', 'contact', 'w')",1.0,1.0,positive
8948,"('thunder', 'kiss', 'mmr')",0.0,1.0,neutral
305,"('two', 'new', 'cases', 'measles', 'hit', 'city', 'two', 'new', 'cases', 'measles', 'reported', 'city', 'raising', 'total')",0.0,1.0,neutral
605,"('sex', 'known', 'produce', 'health', 'benefits', 'stress', 'reduction', 'weight', 'loss', 'increased', 'immunity', 'improved', 'cardiovascular', 'functioning')",0.0,1.0,neutral
7833,"('funnny', 'today', 'love', 'guys')",0.0,1.0,neutral
950,"('mt', 'research', 'q', 'persuade', 'parents', 'mmr', 'vaccine', 'safe', 'beneficial', 'cant')",0.0,0.6666666666666666,neutral
3664,"('love', 'now', 'threaten', 'kids', 'wa', 'trip', 'act', 'behave', 'will', 'let', 'catch', 'l')",0.0,1.0,neutral
3439,"('free', 'backtoschool', 'immunizations', 'florida', 'department', 'health', 'miamidade', 'county', 'provides', 'free')",1.0,0.6666666666666666,positive
1644,"('measles', 'going', 'around', 'disneyland')",0.0,1.0,neutral
5376,"('baltimore', 'students', 'monday', 'immunized', 'turned', 'away', 'school')",0.0,1.0,neutral
151,"('dont', 'flu', 'vaccine', 'know', 'safe', 'im', 'letting', 'rest', 'school', 'guinea', 'pigs', 'vaccine')",-1.0,1.0,negative
7810,"('hb', 'update', 'volunteer', 'professional', 'services', 'immunity', 'act', 'extending', 'immunity', 'elementary', 'school', 'activities')",0.0,1.0,neutral
7375,"('hernandez', 'baby', 'mama', 'trill', 'full', 'immunity', 'still', 'didnt', 'tell', 'em')",0.0,0.6666666666666666,neutral
3655,"('harry', 'reid', 'spews', 'nothing', 'hatred', 'amp', 'lies', 'immunity', 'senate', 'floor', 'shameful', 'coward')",0.0,1.0,neutral
7701,"('lets', 'people', 'vaccine', 'rates', 'will', 'go', 'ekyjust', 'sayin', 'ready', 'go', 'preventative', 'health')",1.0,1.0,positive
2902,"('parents', 'seek', 'exemptions', 'wv', 'vaccinations', 'read', 'neighbors')",0.0,0.6666666666666666,neutral
8420,"('bottom', 'line', 'measles', 'eradicated', 'us', 'now', 'back', 'vaccinated')",1.0,1.0,positive
3432,"('knowing', 'son', 'vaccinated', 'feel', 'comfortable', 'sending', 'public', 'parents', 'dont', 'run', 'risk')",1.0,1.0,positive
5503,"('picking', 'food', 'whooping', 'cough', 'vaccine', 'safeway')",1.0,1.0,positive
4487,"('donnies', 'supporters', 'think', 'vaccines', 'cause', 'autism', 'arent', 'sure', 'think', 'scalia', 'might', 'murdered')",-1.0,0.3333333333333333,negative
436,"('andreaed', 'said', 'measles', 'dont', 'fucks')",0.0,1.0,neutral
7351,"('another', 'lame', 'scaretactic', 'blog', 'ebola', 'yawn', 'write', 'heart', 'diseases', 'moms', 'wont', 'vaccinate', 'mental', 'health')",0.0,0.6666666666666666,neutral
2752,"('families', 'parents', 'dont', 'want', 'kids', 'vaccinated', 'live', 'together', 'away', 'vaccinated', 'population')",1.0,1.0,positive
9895,"('us', 'measles', 'count', 'rises', 'linked', 'disneyland', 'health', 'officials', 'say', 'number', 'measles', 'cases')",0.0,1.0,neutral
7811,"('mind', 'vaccinated', 'kids', 'catching', 'measles', 'highest', 'outbreak', 'years', 'decades')",0.0,0.6666666666666666,neutral
749,"('last', 'round', 'vaccines', 'doubletrouble', 'babies', 'quality', 'care', 'animal', 'hospital')",1.0,1.0,positive
5678,"('take', 'emergen', 'c', 'start', 'feeling', 'sick', 'works', 'wonders', 'even', 'around', 'sick', 'kids', 'everyday')",0.0,1.0,neutral
3100,"('still', 'cant', 'believe', 'theres', 'fucking', 'measles', 'break', 'jesus', 'christ')",0.0,0.6666666666666666,neutral
5740,"('really', 'want', 'fear', 'something', 'fear', 'flu', 'vaccines', 'ones', 'work', 'made', 'half', 'staff', 'ill', 'reason')",-1.0,1.0,negative
392,"('child', 'visiting', 'marthas', 'vineyard', 'diagnosed', 'measles', 'child', 'visiting', 'marthas', 'vineyard', 'another', 'state')",0.0,1.0,neutral
1930,"('news', 'mightve', 'missed', 'million', 'children', 'immunized')",0.0,0.6666666666666666,neutral
2126,"('stuffconz', 'pupils', 'ordered', 'home', 'outbreak', 'people', 'quarantined', 'start')",0.0,0.6666666666666666,neutral
1811,"('insight', 'gsk', 'vaccine', 'ingredient', 'scrutinized', 'narcolepsy', 'clues', 'fox', 'news')",-1.0,0.6666666666666666,negative
3500,"('geez', 'got', 'around', 'person', 'contagious', 'measles', 'visited', 'several', 'portland', 'locations')",0.0,1.0,neutral
8570,"('babies', 'getting', 'brain', 'bleedsare', 'vaccine', 'fears', 'blame', 'via')",-1.0,0.3333333333333333,negative
1554,"('bunch', 'stupid', 'assholes', 'vaccine', 'critics', 'turn', 'defensive', 'measles')",1.0,1.0,positive
3506,"('u', 'think', 'humans', 'dont', 'natural', 'immunity', 'disease')",0.0,0.6666666666666666,neutral
1475,"('short', 'version', 'false', 'circulating', 'rumor', 'claims', 'mmr', 'vaccine', 'dangerous', 'cont')",1.0,1.0,positive
644,"('chicago', 'city', 'built', 'swamp', 'airport', 'measles', 'infection')",0.0,1.0,neutral
6604,"('rough', 'night', 'back', 'workin', 'early', 'shirt', 'point')",0.0,1.0,neutral
522,"('couple', 'work', 'turn', 'myriad', 'forms', 'kids', 'school', 'vaccination', 'watched', 'illegals', 'waved', 'thru', 'forms', 'needed')",1.0,0.6666666666666666,positive
1905,"('measles', 'outbreak', 'turns', 'zombie', 'outbreak', 'will', 'find', 'swear', 'life', 'will', 'find')",0.0,1.0,neutral
3611,"('vaccinate', 'damn', 'kids', 'dont', 'fucking', 'period')",1.0,1.0,positive
8598,"('child', 'porn', 'measles', 'outbreak', 'amp', 'coverup', 'whoa')",0.0,1.0,neutral
726,"('rd', 'world', 'measles', 'vax', 'rates', 'much', 'higher', 'us', 'must', 'love', 'children')",0.0,0.6666666666666666,neutral
1442,"('youngest', 'first', 'shots', 'st', 'pattys', 'day', 'hes', 'measles', 'mumps', 'rubella', 'amp', 'poliotetnas', 'thot', 'meant', 'booze')",0.0,0.6666666666666666,neutral
122,"('marketing', 'message', 'antivaxers', 'focus', 'weak', 'amp', 'sick', 'risk', 'amp', 'cant', 'vaccinate', 'dont', 'focus', 'facts')",1.0,0.6666666666666666,positive
5296,"('blame', 'fluorideaspartame', 'amp', 'vaccinations', 'mercury', 'full', 'scale', 'chemical', 'attack', 'government')",-1.0,1.0,negative
5709,"('highrisk', 'areas', 'pakistan', 'parents', 'accepted', 'vaccine', 'offered', 'children')",1.0,0.6666666666666666,positive
6722,"('mt', 'symptoms', 'find', 'answers', 'q', 's', 'amp')",0.0,1.0,neutral
2952,"('think', 'perfectly', 'reasonable', 'require', 'herd', 'immunity', 'kids', 'without', 'vaccinations', 'cause', 'outbreaks')",1.0,1.0,positive
7239,"('travel', 'immunizations', 'hep', 'amp', 'typhoid', 'pills', 'dallas', 'county', 'health', 'amp', 'human', 'services')",1.0,0.6666666666666666,positive
1971,"('thimerosal', 'mercury', 'mmr', 'stole', 'son', 'knew', 'lied')",-1.0,0.6666666666666666,negative
5982,"('freaking', 'children', 'vaccinated', 'people')",1.0,1.0,positive
620,"('vaccines', 'poison')",-1.0,1.0,negative
4975,"('kids', 'vaccinated', 'bye')",1.0,1.0,positive
5897,"('dumb', 'enough', 'vaccinated', 'think', 'measles', 'suitable', 'punishment')",1.0,1.0,positive
6170,"('ap', 'disney', 'gave', 'input', 'measles', 'health', 'messages', 'measles', 'outbreak', 'spread', 'last', 'month', 'disneyland', 'executives')",0.0,1.0,neutral
3102,"('latest', 'review', 'immunizations', 'shows', 'arent', 'linked', 'higher', 'risk', 'autism', 'cancer', 'oh', 'dont', 'say')",1.0,1.0,positive
985,"('measles', 'virus', 'proves', 'deadly', 'cancer')",0.0,0.6666666666666666,neutral
3970,"('choice', 'whether', 'vaccinate', 'kids', 'whether', 'con', 'doesnt', 'stand', 'consistency')",0.0,1.0,neutral
6039,"('whore', 'hoping', 'gets', 'measles')",0.0,0.6666666666666666,neutral
3150,"('next', 'time', 'ebola', 'outbreak', 'government', 'release', 'measles', 'vaccine', 'tell', 'everyone', 'ebola', 'vaccine')",1.0,1.0,positive
8451,"('victor', 'vaccine', 'beats', 'meal', 'old', 'measles', 'cdc', 'david', 'j', 'spencer', 'cdc', 'museum')",1.0,1.0,positive
29,"('dont', 'shake', 'hand', 'pocahontas', 'thats', 'probably', 'measles', 'now')",0.0,0.6666666666666666,neutral
2644,"('dont', 'support', 'vaccinating', 'children', 'support', 'smoking')",1.0,0.6666666666666666,positive
4937,"('young', 'smallpox', 'measles', 'affected', 'eyes', 'sister', 'got', 'polio', 'many', 'others', 'preventable', 'now')",1.0,0.6666666666666666,positive
2915,"('people', 'complain', 'live', 'longer', 'complaining', 'releases', 'tension', 'increases', 'immunity', 'boosting', 'health')",0.0,1.0,neutral
8580,"('wait', 'true', 'come', 'people', 'us', 'getting', 'measles', 'oh', 'wait', 'vaxd')",1.0,0.6666666666666666,positive
7191,"('people', 'refuse', 'immunizations', 'children', 'uneducated', 'especially', 'say', 'hurts', 'really', 'grow')",1.0,1.0,positive
4303,"('please', 'health', 'provide', 'vaccine')",1.0,1.0,positive
9767,"('staffers', 'explain', 'caused', 'improper', 'storage', 'vaccines', 'health', 'clinic')",0.0,1.0,neutral
9191,"('measles', 'everyone', 'know')",0.0,0.6666666666666666,neutral
8140,"('good', 'news', 'folks', 'delaware', 'vaccinate', 'measles', 'making', 'comeback', 'things', 'everybody', 'know')",1.0,1.0,positive
3537,"('weird', 'things', 'ilke', 'bedbugs', 'measlesthere', 'certainly', 'will', 'pbb', 'segment')",0.0,1.0,neutral
3627,"('best', 'goalie', 'league', 'will', 'game', 'time', 'decision', 'tonight')",0.0,1.0,neutral
5514,"('vaccinated', 'woman', 'transmitted', 'measles', 'via')",-1.0,0.3333333333333333,negative
9123,"('boosting', 'immunity', 'overall', 'health', 'affordable', 'supeopleements', 'order', 'keep', 'immune', 'system', 'operating')",0.0,1.0,neutral
7876,"('commercialization', 'officer', 'vaccine', 'pharmaceutical', 'delivery', 'technologies', 'seattle', 'united', 'states')",0.0,1.0,neutral
7114,"('texas', 'health', 'officials', 'issue', 'measles', 'alert', 'urge', 'people', 'immunized', 'texas', 'health', 'officials', 'issued')",1.0,0.6666666666666666,positive
1043,"('child', 'suffers', 'adhd', 'asthma', 'allergies', 'autism', 'see', 'will', 'pissed')",-1.0,1.0,negative
363,"('know', 'youre', 's', 'kid', 'vaccinations', 'mandatory', 'nobody', 'class', 'got', 'measles')",1.0,1.0,positive
1118,"('walt', 'getting', 'vaccinations', 'hear', 'meowing', 'help', 'im', 'sorry', 'baby')",1.0,0.6666666666666666,positive
479,"('amnews', 'hiv', 'vaccine', 'reality', 'bill', 'gates', 'million', 'people', 'died', 'disease', 'bill', 'gates')",1.0,0.6666666666666666,positive
5915,"('picked', 'accessories')",0.0,1.0,neutral
9822,"('allowed', 'register', 'semester', 'classes', 'completed', 'immunization', 'health', 'form')",0.0,0.6666666666666666,neutral
2747,"('kudos', 'loved', 'bit', 'vaccinations', 'time', 'someone', 'tells', 'morons', 'screw', 'gluten', 'vaccinate', 'kids')",1.0,0.6666666666666666,positive
8858,"('mark', 'kendall', 'demo', 'needlefree', 'vaccine', 'patch', 'thats', 'safer', 'way', 'cheaper')",1.0,0.6666666666666666,positive
6529,"('s', 'healthnut', 'parents', 'didnt', 'vaccinate', 'childhood', 'via')",-1.0,0.3333333333333333,negative
6894,"('dead', 'virusits', 'live', 'attenuated', 'trial', 'expanding', 'myeloma', 'therapy', 'using', 'measles', 'virus', 'alive', 'well')",0.0,1.0,neutral
1614,"('health', 'board', 'member', 'refuses', 'resign', 'following', 'controversial', 'statements', 'vaccines', 'spokane', 'city', 'council', 'member')",0.0,0.6666666666666666,neutral
9793,"('good', 'news', 'ask', 'science', 'cdc', 'hits', 'back', 'antivaccine', 'movement', 'via')",1.0,0.6666666666666666,positive
5964,"('reason', 'vaccinate', 'child', 'required', 'go', 'public', 'schools')",1.0,0.6666666666666666,positive
5287,"('vaccinate', 'ur', 'children', 'u', 'dumb', 'idiots')",1.0,1.0,positive
7897,"('hate', 'learned', 'fox', 'news', 'doctor', 'check', 'see', 'im', 'still', 'immune', 'measles')",0.0,1.0,neutral
7193,"('parents', 'need', 'open', 'honest', 'discussion', 'childs')",1.0,0.6666666666666666,positive
6609,"('roald', 'dahl', 'lost', 'yearold', 'daughter', 'measlesrelated', 'condition')",1.0,0.6666666666666666,positive
2779,"('la', 'mesa', 'clinic', 'closes', 'people', 'arrive', 'possible', 'measles')",0.0,1.0,neutral
4830,"('stuffing', 'brain', 'chapters', 'worth', 'immunity', 'responses', 'infection')",0.0,1.0,neutral
2714,"('local', 'family', 'boys', 'received', 'single', 'vaccine', 'government', 'conspiracy', 'cover', 'vax', 'risks', 'cant', 'even')",1.0,0.6666666666666666,positive
940,"('iowa', 'dept', 'public', 'health', 'calls', 'says', 'exposed', 'measles', 'recent', 'flight', 'ok', 'ummm', 'ok')",0.0,1.0,neutral
3272,"('child', 'one', 'million', 'die', 'vaccination', 'jenni', 'ill', 'make')",1.0,0.6666666666666666,positive
3510,"('ohio', 'mumps', 'outbreak', 'spreads', 'immunize', 'children', 'people')",1.0,0.6666666666666666,positive
290,"('power', 'truth', 'rally', 'years', 'later', 'trace', 'amounts', 'documentary')",-1.0,0.6666666666666666,negative
234,"('vaccinations', 'hope', 'measles')",1.0,1.0,positive
7812,"('neighbors', 'cute', 'jus', 'woke', 'blasting', 'know', 'id', 'pick', 'ugly', 'bruise', 'face', 'put', 'gloves')",0.0,1.0,neutral
5255,"('dr', 'bair', 'getting', 'physical', 'hep', 'vaccine', 'flu', 'shot', 'akron', 'childrens', 'hospital', 'mahoning', 'valley', 'beeghly')",1.0,1.0,positive
4010,"('measles', 'outbreak', 'central', 'ohio', 'might', 'ending', 'health', 'officials', 'cautiously', 'optimistic', 'measles')",0.0,1.0,neutral
8,"('coughing', 'extra', 'shuttle', 'everyone', 'thinks', 'measles')",1.0,0.6666666666666666,positive
8274,"('republicans', 'start', 'blaming', 'obamacare', 'measles', 'outbreaks')",0.0,0.6666666666666666,neutral
1468,"('people', 'choose', 'believe', 'vaccinations', 'cause', 'autism', 'day', 'see', 'im', 'saying')",1.0,1.0,positive
4682,"('wish', 'immunized', 'school', 'walgreens')",0.0,0.6666666666666666,neutral
1993,"('nationalism', 'infantile', 'disease', 'measles', 'mankind')",0.0,1.0,neutral
1198,"('doh', 'confirms', 'cases', 'measles', 'nyc', 'including', 'les', 'health', 'department', 'now', 'confirmed', 'cases')",0.0,1.0,neutral
2166,"('san', 'bernardino', 'county', 'lists', 'sites', 'possible', 'measles', 'exposure', 'nine', 'cases', 'measles', 'confirmed', 'within')",0.0,1.0,neutral
9049,"('youll', 'enjoy', 'bad', 'parents', 'dont', 'vaccinate', 'children')",1.0,1.0,positive
1486,"('frmr', 'rep', 'dan', 'burton', 'owned', 're', 'views', 'childhood', 'vaccines', 'cause', 'autism')",1.0,0.6666666666666666,positive
7082,"('nassau', 'county', 'hispanic', 'health', 'fair', 'community', 'vaccination', 'team')",0.0,0.6666666666666666,neutral
976,"('bestfriend', 'mmr', 'knows', 'miley', 'hold', 'song', 'climb', 'lmboo', 'ilovee', 'poop')",0.0,1.0,neutral
8564,"('current', 'cases', 'attributable', 'travel', 'countries', 'w', 'measles', 'measles', 'longer', 'endemic', 'usa')",0.0,1.0,neutral
9348,"('average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health')",0.0,0.6666666666666666,neutral
8945,"('didnt', 'vaccinate', 'child', 'much', 'truth')",-1.0,1.0,negative
5794,"('princess', 'bride', 'ingesting', 'poison', 'little', 'little', 'build', 'immunity')",0.0,1.0,neutral
6749,"('cdc', 'offices', 'empty', 'due', 'gov', 'shut', 'u', 'think', 'ecoli', 'measles', 'flu', 'party', 'saying', 'chance')",0.0,0.6666666666666666,neutral
193,"('important', 'rt', 'measles', 'cases', 'california', 'outbreak', 'keep', 'rising', 'now', 'almost')",1.0,0.6666666666666666,positive
8329,"('vaccinate', 'mtuser', 'wise', 'letter', 'vaccines', 'roald', 'dahl', 'lost', 'daughter', 'olivia', 'measles')",1.0,1.0,positive
8923,"('re', 'fucking', 'tweet', 'think', 'vaccines', 'give', 'child', 'autism', 'probably', 'autism')",1.0,1.0,positive
100,"('conservative', 'neurosurgeon', 'ben', 'carson', 'says', 'vaccines', 'public', 'health', 'issue', 'thing', 'agree')",-1.0,0.6666666666666666,negative
7357,"('am', 'families', 'come', 'clinic', 'health', 'district', 'administered', 'vaccines')",1.0,0.6666666666666666,positive
4499,"('fda', 'approved', 'vaccine', 'ebola', 'need', 'safe', 'sorry', 'obama', 'wrong', 'ebola', 'hard', 'catch', 'p', 'motzko')",0.0,1.0,neutral
2551,"('inside', 'edition', 'ran', 'super', 'bowl', 'threats', 'measles', 'hope', 'u', 'got', 'vaccinated', 'drones', 'drones', 'wtf')",0.0,0.6666666666666666,neutral
5992,"('kid', 'vaccines', 'today', 'sick', 'terrible', 'cold', 'somehow', 'smiling')",1.0,0.6666666666666666,positive
76,"('citizen', 'kingdom', 'god', 'assignment', 'diplomatic', 'immunity', 'fear', 'man')",0.0,1.0,neutral
8288,"('exceptof', 'course', 'cases', 'outbreak', 'occurred', 'bc', 'people', 'recently', 'vaccinated', 'got', 'disease', 'vaccine', 'amp', 'spread')",-1.0,1.0,negative
9938,"('feel', 'slapping', 'vital', 'step', 'shouldnt', 'robot', 'vaccinates', 'measles')",1.0,0.6666666666666666,positive
6959,"('senior', 'pinning', 'pictures', 'tomorrow', 'naturally', 'face', 'looks', 'measles', 'photoshop', 'better', 'point')",0.0,1.0,neutral
5067,"('people', 'west', 'coast', 'vaccinate', 'kids', 'ill', 'explain', 'later')",1.0,1.0,positive
9272,"('stop', 'blaming', 'first', 'now', 'diseasesbrought', 'ancestors')",1.0,0.6666666666666666,positive
3813,"('whats', 'sujoys', 'mmr', 'quiet')",0.0,1.0,neutral
2260,"('measles', 'rubella')",0.0,1.0,neutral
4991,"('saw', 'interview', 'wdan', 'barton', 'heres', 'list', 'ingredients', 'vaccines')",0.0,1.0,neutral
8655,"('kids', 'will', 'thank', 'polios', 'return', 'near', 'eradication', 'prompts', 'global', 'health', 'warning')",1.0,1.0,positive
3590,"('pennsylvania', 'health', 'leaders', 'discuss', 'measles', 'outbreak')",0.0,1.0,neutral
2618,"('cdc', 'warns', 'large', 'outbreak', 'measles', 'via')",1.0,0.6666666666666666,positive
1095,"('mmr', 'bbq', 'last', 'night')",0.0,1.0,neutral
96,"('people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'improves', 'overall', 'health', 'well', 'good', 'news')",0.0,1.0,neutral
9794,"('amish', 'missionaries', 'mtuser', 'amish', 'missionary', 'started', 'large', 'measles', 'outbreak')",0.0,0.6666666666666666,neutral
5434,"('bills', 'right', 'food', 'abuse', 'dangerous', 'americans', 'measles')",0.0,1.0,neutral
8966,"('great', 'o', 'o', 'sharp', 'grossmont', 'hospitals', 'er', 'closed', 'due', 'suspected', 'case', 'measles')",0.0,1.0,neutral
4434,"('average', 'people', 'complain', 'live', 'longer', 'releasing', 'tension', 'increases', 'immunity', 'boosts', 'health')",0.0,1.0,neutral
4334,"('tonights', 'rocket', 'launch', 'cape', 'canaveral', 'cancelled', 'thanks', 'measles', 'outbreak')",0.0,1.0,neutral
1654,"('removing', 'polio', 'million', 'children', 'got', 'vaccine', 'bit', 'tool', 'plan', 'understand', 'learn', 'amp', 'show')",1.0,1.0,positive
9802,"('dont', 'want', 'c', 'any', 'sufferbut', 'already', 'tb', 'coming', 'measles', 'amp', 'diseases', 'gets', 'scary', 'ebola', 'doesnt', 'spread')",0.0,1.0,neutral
2339,"('measles', 'girl')",0.0,1.0,neutral
4100,"('officials', 'confirm', 'measles', 'case', 'dc')",0.0,1.0,neutral
2899,"('vaccinate', 'kidsplease', 'people')",1.0,1.0,positive
7058,"('aw', 'hope', 'baby', 'feels', 'better', 'vaccines', 'hard', 'tons', 'research', 'mine', 'd', 'got', 'dont')",-1.0,0.6666666666666666,negative
7121,"('diseasevaccinations', 'terrorismwar', 'crimepunishment', 'etc')",0.0,1.0,neutral
7917,"('maternal', 'vaccination', 'influenzaother', 'protects', 'newborns', 'young', 'vaccinated')",1.0,0.6666666666666666,positive
7488,"('article', 'preventable', 'diseases', 'back', 'stay')",1.0,0.6666666666666666,positive
8718,"('y', 'eh', 'que', 'yordani', 'sea', 'minimo', 'el', 'principe', 'azul', 'pero', 'por', 'mas', 'feo', 'ese', 'mmr', 'guta', 'lol', 'lol')",0.0,1.0,neutral
4743,"('dont', 'understand', 'people', 'dont', 'vaccinate', 'children', 'want', 'expose', 'deadly', 'totally', 'preventable', 'diseases')",1.0,1.0,positive
6488,"('kid', 'vaccinated', 'worried', 'parents')",-1.0,1.0,negative
4162,"('deleted', 'antivirus', 'software', 'laptop', 'doesnt', 'autism')",1.0,0.6666666666666666,positive
825,"('free', 'vaccines', 'kids', 'low', 'income', 'homes', 'check', 'health', 'dist', 'find', 'one', 'near')",1.0,1.0,positive
5073,"('vaccines', 'prevent', 'infectious', 'diseases', 'prove', 'wrong')",1.0,1.0,positive
1126,"('en', 'mi', 'tl', 'solo', 'leo', 'mmg', 'mmr', 'mmñ', 'mmgvs', 'entre', 'otras', 'cosas')",0.0,1.0,neutral
3223,"('vaccinated', 'measles', 'patients', 'good', 'transmitting', 'disease', 'compared', 'unvaccinated')",1.0,0.6666666666666666,positive
2795,"('mtuser', 'sycophant', 'gohmert', 'calls', 'vaccines', 'liberal', 'plot', 'measles', 'outbreak', 'tears', 'n')",1.0,0.6666666666666666,positive
6096,"('workmate', 'told', 'believed', 'vax', 'might', 'b', 'dangerous', 'reminded', 'polio', 'measles', 'mumps', 'definitely', 'dangerous')",1.0,0.6666666666666666,positive
8376,"('people', 'say', 'child', 'isnt', 'risk', 'disease', 'wo', 'vaccinations', 'dont', 'use', 'toilet', 'seat', 'covers', 'everyone')",1.0,1.0,positive
3699,"('cause', 'severe', 'allergy', 'something', 'wise', 'avoid', 'dumb', 'question', 'vaccinate', 'keep', 'kids', 'home')",1.0,0.6666666666666666,positive
64,"('people', 'need', 'children', 'vaccinated', 'bad', 'diseases', 'coming', 'back')",1.0,1.0,positive
1350,"('chose', 'vaccinate', 'daughter', 'opinion', 'isnt', 'needed', 'shes', 'child', 'carried', 'nine', 'months')",1.0,1.0,positive
6816,"('anti', 'vaccine', 'parents', 'scurvy', 'shots', 'way', 'dont', 'want', 'kid', 'acoustic', 'mean')",1.0,1.0,positive
1555,"('jennifair', 'trill', 'radio', 'ep', 'coming', 'soon', 'paranoia', 'track', 'quickly', 'becoming', 'people', 'favor')",0.0,1.0,neutral
6635,"('oh', 'rt', 'australia', 'cut', 'benefits', 'parents', 'dont', 'vaccinate', 'children')",1.0,1.0,positive
311,"('ebola', 'vaccine', 'trials', 'set', 'begin', 'september', 'officials', 'world', 'health', 'organization', 'said', 'first')",0.0,0.6666666666666666,neutral
1731,"('dr', 'art', 'caplan', 'talks', 'ethical', 'issue', 'global', 'health', 'moral', 'challenge', 'good', 'enough', 'respect', 'cholera', 'vaccinations')",1.0,1.0,positive
7406,"('measles', 'outbreak', 'california', 'cases', 'one', 'number', 'confirmed', 'measles', 'cases', 'california', 'grew')",0.0,0.6666666666666666,neutral
6830,"('vaccinations', 'important', 'part', 'ensuring', 'keep', 'pets', 'safe', 'happy', 'healthy')",1.0,1.0,positive
8836,"('circle', 'circle', 'square', 'square', 'now', 'theres', 'measles', 'everywhere')",0.0,1.0,neutral
3078,"('vaccinating', 'child', 'issue', 'freedom', 'according', 'rand', 'paul', 'fuck', 'freedom')",1.0,0.6666666666666666,positive
8621,"('mmr',)",0.0,1.0,neutral
9867,"('went', 'research', 'frenzy', 'one', 'time', 'side', 'note', 'jabber', 'vaccines', 'causing', 'autism', 'debunked')",1.0,0.6666666666666666,positive
2863,"('really', 'mmr', 'mass', 'tonight')",0.0,1.0,neutral
5090,"('happiest', 'day', 'life', 'happiest', 'place', 'earth', 'disney', 'wedding', 'measles', 'party', 'favors')",0.0,1.0,neutral
2735,"('fuck', 'people', 'vaccinating', 'kids', 'dont', 'amp', 'pisses')",1.0,1.0,positive
1819,"('yes', 'exemption', 'law', 'requiring', 'children', 'attending', 'public', 'private', 'school', 'vaccinated')",-1.0,0.6666666666666666,negative
1935,"('people', 'homeschooled', 'didnt', 'vaccinations', 'kids', 'grow', 'upampthey', 'going', 'work', 'place', 'immunized')",0.0,0.6666666666666666,neutral
5861,"('csu', 'channel', 'islands', 'confirms', 'student', 'diagnosed', 'w', 'wtf', 'good')",0.0,1.0,neutral
9340,"('california', 'parents', 'opting', 'vaccinating', 'kids', 'via', 'nooooooo', 'bad')",1.0,1.0,positive
1727,"('cure', 'male', 'pattern', 'baldness', 'vaccine', 'think', 'children')",0.0,0.6666666666666666,neutral
6979,"('vaccines', 'cause', 'autism', 'educate', 'gt')",1.0,0.6666666666666666,positive
7558,"('dad', 'telling', 'henry', 'disney', 'world', 'ended', 'go', 'measles', 'now')",0.0,0.6666666666666666,neutral
